id,age,gender,sign_up_method,payment_method,no_of_devices
67534,19,M,Email,Debit card,4
67535,40,F,Facebook,Debit card,2
67536,41,M,Google,Credit card,2
67537,64,M,Google,Credit card,3
67538,65,F,Email,Debit card,1
67539,24,M,Google,Debit card,2
67540,23,F,Email,Credit card,3
67541,30,F,Facebook,PayPal,2
67542,50,M,Google,PayPal,3
67543,45,F,Facebook,Credit card,2
67544,52,M,Facebook,Debit card,3
67545,47,M,Facebook,Debit card,2
67546,76,F,Facebook,Credit card,1
67547,65,F,Email,Credit card,4
67548,34,F,Facebook,Debit card,4
67549,34,M,Email,Debit card,2
67550,23,M,Email,Credit card,1
67551,55,F,Google,Credit card,1
67552,45,M,Facebook,Credit card,2
67553,23,M,Email,PayPal,3
67554,80,M,Facebook,PayPal,1
67555,32,M,Email,PayPal,1
67556,71,F,Facebook,Credit card,3
67557,81,M,Google,Credit card,4
67558,40,M,Email,PayPal,2
67559,27,F,Facebook,Credit card,1
67560,43,M,Email,Debit card,2
67561,60,F,Facebook,Debit card,4
67562,29,F,Google,Debit card,3
67563,39,F,Google,Debit card,3
67564,63,F,Facebook,PayPal,1
67565,24,F,Email,Credit card,4
67566,43,M,Google,Credit card,4
67567,63,F,Email,Credit card,2
67568,31,F,Facebook,PayPal,1
67569,57,M,Facebook,Debit card,1
67570,45,M,Facebook,PayPal,4
67571,58,F,Google,PayPal,2
67572,76,F,Email,Debit card,2
67573,38,M,Google,Debit card,4
67574,39,F,Facebook,Debit card,4
67575,40,M,Email,Debit card,2
67576,34,F,Facebook,Debit card,1
67577,24,F,Email,Credit card,2
67578,32,M,Facebook,Debit card,2
67579,20,M,Google,Credit card,1
67580,69,M,Email,Debit card,2
67581,30,F,Google,PayPal,3
67582,41,M,Facebook,PayPal,1
67583,73,M,Email,Debit card,3
67584,66,M,Facebook,PayPal,3
67585,78,F,Google,Credit card,3
67586,67,M,Facebook,Credit card,4
67587,31,F,Email,Debit card,2
67588,55,F,Email,Credit card,2
67589,67,M,Facebook,Debit card,1
67590,40,F,Google,Credit card,1
67591,21,M,Google,PayPal,4
67592,31,F,Email,PayPal,2
67593,24,M,Google,Debit card,1
67594,63,F,Email,Debit card,1
67595,31,M,Email,Debit card,1
67596,67,M,Email,PayPal,3
67597,64,M,Google,PayPal,1
67598,51,F,Facebook,PayPal,2
67599,32,M,Facebook,PayPal,4
67600,25,F,Google,Credit card,3
67601,47,M,Google,Debit card,2
67602,46,F,Google,PayPal,2
67603,72,F,Facebook,PayPal,3
67604,54,M,Google,Credit card,2
67605,74,M,Email,Credit card,2
67606,62,M,Google,Credit card,1
67607,32,M,Facebook,Credit card,2
67608,41,M,Google,PayPal,4
67609,55,F,Google,Debit card,3
67610,66,F,Facebook,Debit card,3
67611,81,F,Google,Debit card,4
67612,34,M,Email,PayPal,3
67613,71,F,Google,Debit card,1
67614,45,F,Email,Debit card,1
67615,57,M,Email,Debit card,4
67616,63,M,Google,Credit card,3
67617,53,F,Email,PayPal,1
67618,56,F,Email,PayPal,1
67619,67,F,Google,Credit card,1
67620,51,M,Email,PayPal,4
67621,28,M,Google,PayPal,1
67622,18,M,Email,PayPal,1
67623,19,F,Google,Credit card,3
67624,66,M,Facebook,Debit card,1
67625,24,M,Email,Credit card,4
67626,37,F,Google,PayPal,3
67627,49,M,Email,PayPal,3
67628,24,F,Google,PayPal,1
67629,72,F,Facebook,Credit card,2
67630,55,M,Email,PayPal,4
67631,63,F,Facebook,Credit card,2
67632,67,M,Google,Debit card,3
67633,43,M,Google,Debit card,4
67634,77,M,Email,PayPal,3
67635,24,M,Facebook,Debit card,3
67636,51,M,Google,Credit card,4
67637,58,F,Email,PayPal,1
67638,62,M,Facebook,Debit card,1
67639,68,M,Google,Debit card,2
67640,45,F,Email,PayPal,3
67641,80,M,Facebook,Debit card,1
67642,68,F,Facebook,Credit card,2
67643,34,M,Email,Credit card,4
67644,29,M,Google,Debit card,4
67645,52,F,Facebook,PayPal,1
67646,69,M,Facebook,Debit card,2
67647,74,F,Email,Credit card,4
67648,31,M,Facebook,Credit card,2
67649,53,M,Google,Credit card,3
67650,27,F,Facebook,Debit card,2
67651,41,M,Facebook,PayPal,1
67652,42,F,Facebook,Debit card,1
67653,75,M,Email,PayPal,3
67654,47,M,Facebook,Debit card,3
67655,37,M,Facebook,Debit card,2
67656,58,M,Google,Debit card,4
67657,22,F,Google,Credit card,4
67658,71,M,Email,PayPal,4
67659,40,M,Facebook,PayPal,1
67660,38,F,Facebook,Credit card,2
67661,58,F,Email,PayPal,3
67662,32,M,Email,Debit card,3
67663,59,F,Google,Debit card,4
67664,61,F,Facebook,Debit card,2
67665,63,F,Email,Debit card,1
67666,34,M,Google,PayPal,3
67667,31,F,Email,Credit card,2
67668,19,F,Facebook,PayPal,1
67669,44,F,Facebook,Credit card,2
67670,20,M,Google,Debit card,4
67671,64,M,Facebook,Debit card,3
67672,67,M,Email,Credit card,3
67673,49,M,Email,Credit card,3
67674,78,F,Facebook,Debit card,4
67675,26,F,Email,PayPal,4
67676,46,F,Facebook,Debit card,1
67677,52,F,Google,Credit card,4
67678,54,M,Email,Credit card,3
67679,26,M,Google,Debit card,3
67680,48,M,Facebook,Credit card,3
67681,25,F,Email,Credit card,2
67682,65,M,Facebook,PayPal,4
67683,80,M,Facebook,PayPal,3
67684,78,M,Email,Credit card,1
67685,81,M,Facebook,Debit card,3
67686,34,F,Email,Debit card,2
67687,49,M,Email,Debit card,3
67688,81,F,Facebook,PayPal,4
67689,65,F,Email,Credit card,1
67690,35,M,Google,Debit card,1
67691,79,M,Google,Debit card,2
67692,26,M,Google,Debit card,4
67693,48,F,Facebook,Credit card,4
67694,53,F,Facebook,Credit card,4
67695,36,M,Google,PayPal,3
67696,24,F,Google,Credit card,3
67697,41,M,Google,Credit card,3
67698,73,M,Email,PayPal,2
67699,80,M,Facebook,Credit card,1
67700,19,F,Email,Credit card,2
67701,27,M,Facebook,Credit card,4
67702,80,F,Google,PayPal,3
67703,20,M,Email,PayPal,4
67704,64,M,Google,Debit card,4
67705,72,M,Google,Debit card,1
67706,64,M,Facebook,Debit card,1
67707,58,F,Google,PayPal,3
67708,35,F,Facebook,Debit card,3
67709,40,M,Facebook,Credit card,4
67710,51,F,Google,Credit card,4
67711,43,F,Email,Credit card,4
67712,46,F,Google,Credit card,2
67713,30,M,Facebook,Credit card,2
67714,40,M,Email,Debit card,3
67715,51,M,Email,Debit card,3
67716,25,M,Google,PayPal,3
67717,57,F,Google,Debit card,2
67718,43,M,Email,Debit card,3
67719,33,M,Google,Credit card,1
67720,43,F,Google,Credit card,4
67721,81,M,Email,Credit card,1
67722,78,F,Facebook,Credit card,3
67723,33,F,Facebook,Credit card,4
67724,47,M,Google,Credit card,3
67725,24,F,Facebook,PayPal,3
67726,46,M,Google,PayPal,2
67727,31,M,Facebook,PayPal,2
67728,81,M,Email,Debit card,4
67729,62,M,Email,Debit card,1
67730,63,F,Facebook,Debit card,3
67731,68,F,Email,Debit card,4
67732,29,F,Email,Credit card,2
67733,58,F,Email,Debit card,2
67734,39,F,Google,PayPal,4
67735,76,F,Google,Debit card,3
67736,30,M,Google,Debit card,1
67737,78,F,Facebook,Credit card,4
67738,62,F,Facebook,Debit card,4
67739,73,F,Facebook,PayPal,3
67740,45,M,Facebook,Debit card,4
67741,27,F,Facebook,PayPal,4
67742,55,M,Google,PayPal,2
67743,58,F,Email,PayPal,2
67744,68,F,Email,Credit card,4
67745,58,F,Email,Credit card,1
67746,43,F,Facebook,Credit card,2
67747,35,F,Email,Credit card,4
67748,27,F,Facebook,Debit card,2
67749,73,F,Google,PayPal,4
67750,46,F,Google,Credit card,2
67751,78,M,Google,PayPal,4
67752,68,M,Email,Debit card,3
67753,36,F,Facebook,Credit card,2
67754,61,F,Email,Debit card,3
67755,58,F,Google,PayPal,1
67756,26,M,Email,PayPal,2
67757,80,F,Google,Debit card,3
67758,52,F,Email,PayPal,2
67759,65,M,Google,Debit card,2
67760,36,M,Facebook,PayPal,1
67761,57,M,Google,PayPal,2
67762,41,F,Facebook,Debit card,4
67763,40,M,Facebook,PayPal,1
67764,81,M,Email,PayPal,1
67765,20,M,Facebook,Debit card,4
67766,46,M,Facebook,PayPal,2
67767,56,M,Facebook,Credit card,4
67768,63,M,Facebook,Credit card,1
67769,29,F,Email,PayPal,4
67770,45,M,Facebook,PayPal,3
67771,72,F,Facebook,Debit card,1
67772,24,M,Email,Debit card,2
67773,57,F,Google,Credit card,3
67774,42,M,Email,Credit card,4
67775,81,F,Email,Debit card,1
67776,34,M,Google,Debit card,3
67777,32,F,Facebook,PayPal,1
67778,38,F,Facebook,Debit card,2
67779,37,M,Facebook,Credit card,3
67780,60,F,Google,Credit card,1
67781,57,F,Facebook,Credit card,3
67782,33,M,Facebook,PayPal,1
67783,67,F,Google,Credit card,2
67784,26,F,Facebook,Credit card,3
67785,60,F,Facebook,Debit card,1
67786,33,M,Google,Credit card,2
67787,61,M,Email,Credit card,3
67788,23,F,Google,Debit card,3
67789,42,F,Google,Debit card,2
67790,26,F,Email,Credit card,4
67791,27,M,Google,Debit card,3
67792,60,M,Facebook,Credit card,4
67793,38,F,Google,PayPal,3
67794,80,F,Email,PayPal,2
67795,61,M,Google,Debit card,2
67796,31,F,Facebook,Debit card,3
67797,31,M,Facebook,Debit card,4
67798,20,F,Google,Credit card,3
67799,80,M,Facebook,PayPal,1
67800,38,M,Email,Debit card,4
67801,36,M,Google,Credit card,1
67802,21,F,Facebook,Credit card,2
67803,79,F,Facebook,Debit card,4
67804,19,F,Google,Credit card,2
67805,30,M,Google,Credit card,2
67806,58,F,Email,Credit card,2
67807,49,F,Google,Credit card,2
67808,71,F,Google,Credit card,1
67809,45,M,Google,Debit card,4
67810,35,F,Google,Debit card,4
67811,61,F,Google,Debit card,4
67812,40,F,Google,Credit card,3
67813,50,M,Facebook,Credit card,2
67814,72,M,Email,PayPal,4
67815,75,F,Email,Debit card,2
67816,78,F,Google,Credit card,2
67817,27,M,Email,Debit card,3
67818,43,F,Email,Debit card,4
67819,74,F,Facebook,Debit card,4
67820,57,F,Facebook,Debit card,1
67821,35,F,Email,Debit card,3
67822,56,M,Email,PayPal,2
67823,34,M,Email,Debit card,4
67824,51,M,Google,PayPal,4
67825,59,F,Facebook,PayPal,4
67826,60,M,Facebook,Credit card,2
67827,37,M,Facebook,PayPal,3
67828,60,M,Facebook,Credit card,4
67829,80,F,Google,PayPal,4
67830,76,F,Google,PayPal,3
67831,59,M,Email,Credit card,3
67832,43,M,Facebook,PayPal,1
67833,57,M,Google,PayPal,4
67834,49,M,Facebook,Debit card,2
67835,54,F,Facebook,Credit card,3
67836,81,M,Facebook,Credit card,4
67837,24,F,Google,Debit card,3
67838,57,M,Facebook,Credit card,4
67839,65,F,Facebook,PayPal,2
67840,33,F,Google,Credit card,2
67841,51,M,Google,Credit card,2
67842,29,F,Email,PayPal,4
67843,42,M,Facebook,Credit card,4
67844,52,F,Facebook,Debit card,2
67845,34,M,Facebook,PayPal,2
67846,70,M,Google,PayPal,4
67847,68,M,Google,PayPal,2
67848,79,F,Google,PayPal,2
67849,52,F,Email,Credit card,3
67850,41,F,Facebook,PayPal,3
67851,35,F,Facebook,Debit card,3
67852,72,M,Email,Credit card,2
67853,24,M,Facebook,Debit card,1
67854,25,M,Facebook,PayPal,1
67855,46,F,Email,Credit card,2
67856,61,M,Facebook,Debit card,4
67857,81,F,Email,PayPal,2
67858,56,F,Facebook,PayPal,1
67859,62,M,Facebook,Debit card,4
67860,56,M,Google,Debit card,2
67861,31,M,Email,Debit card,1
67862,39,F,Google,Credit card,3
67863,35,F,Email,PayPal,3
67864,63,F,Google,Debit card,3
67865,29,F,Facebook,PayPal,2
67866,64,M,Facebook,PayPal,2
67867,27,F,Google,Debit card,2
67868,32,F,Email,Credit card,4
67869,30,M,Google,Credit card,3
67870,40,M,Facebook,Credit card,1
67871,59,F,Google,PayPal,4
67872,61,F,Facebook,PayPal,2
67873,43,M,Email,Credit card,4
67874,60,F,Google,Debit card,1
67875,22,M,Google,PayPal,2
67876,30,F,Google,Credit card,3
67877,20,M,Facebook,PayPal,3
67878,30,M,Google,Credit card,2
67879,77,M,Facebook,PayPal,1
67880,78,M,Facebook,Credit card,3
67881,80,M,Facebook,Credit card,4
67882,77,M,Email,Credit card,2
67883,54,M,Email,Credit card,1
67884,72,F,Google,Debit card,4
67885,54,F,Google,Debit card,4
67886,45,F,Google,Debit card,1
67887,42,M,Google,Credit card,2
67888,50,F,Facebook,Debit card,3
67889,18,F,Email,Debit card,2
67890,52,M,Facebook,Credit card,2
67891,32,M,Email,Debit card,4
67892,29,F,Email,PayPal,4
67893,38,M,Facebook,PayPal,3
67894,81,F,Facebook,Debit card,3
67895,28,M,Google,PayPal,2
67896,60,M,Facebook,Credit card,1
67897,23,F,Email,Debit card,2
67898,74,M,Facebook,Debit card,3
67899,44,F,Email,Debit card,2
67900,75,F,Google,PayPal,2
67901,51,F,Facebook,Debit card,2
67902,62,M,Email,Debit card,3
67903,34,F,Email,PayPal,4
67904,81,M,Facebook,PayPal,3
67905,24,M,Facebook,PayPal,1
67906,33,F,Facebook,Debit card,4
67907,54,F,Google,PayPal,2
67908,53,F,Facebook,PayPal,4
67909,52,F,Google,Credit card,4
67910,77,F,Email,PayPal,1
67911,30,F,Email,PayPal,1
67912,19,M,Email,Debit card,4
67913,39,F,Email,Credit card,3
67914,30,F,Google,Debit card,3
67915,64,M,Facebook,Credit card,1
67916,67,M,Facebook,Credit card,1
67917,66,F,Facebook,Debit card,2
67918,60,M,Email,PayPal,2
67919,72,F,Facebook,PayPal,3
67920,31,M,Google,Credit card,3
67921,18,M,Google,Credit card,4
67922,52,F,Google,Debit card,2
67923,24,M,Email,Debit card,3
67924,54,F,Facebook,Credit card,1
67925,52,M,Google,Debit card,4
67926,62,M,Email,Debit card,4
67927,81,F,Email,PayPal,4
67928,57,M,Google,Credit card,1
67929,40,F,Email,PayPal,4
67930,75,M,Google,PayPal,3
67931,20,F,Email,Debit card,2
67932,61,M,Google,PayPal,2
67933,41,F,Google,Debit card,3
67934,30,M,Email,Credit card,3
67935,27,M,Facebook,Credit card,4
67936,76,M,Email,PayPal,2
67937,74,F,Email,Debit card,1
67938,47,M,Google,PayPal,2
67939,60,M,Google,Credit card,1
67940,77,M,Facebook,Debit card,4
67941,57,F,Google,Debit card,4
67942,37,M,Google,Credit card,1
67943,59,F,Email,Credit card,1
67944,61,M,Email,Credit card,4
67945,70,F,Google,Debit card,1
67946,52,F,Email,Credit card,3
67947,45,F,Email,Credit card,2
67948,70,M,Email,Credit card,2
67949,77,M,Facebook,PayPal,2
67950,80,F,Google,Debit card,2
67951,53,F,Email,Debit card,1
67952,46,F,Email,PayPal,1
67953,56,M,Email,Debit card,4
67954,39,F,Email,Credit card,1
67955,54,F,Google,Debit card,2
67956,23,F,Email,Credit card,2
67957,18,F,Email,Credit card,1
67958,58,F,Email,Debit card,2
67959,25,M,Google,Debit card,3
67960,48,F,Facebook,Credit card,1
67961,70,M,Facebook,PayPal,3
67962,76,F,Facebook,PayPal,4
67963,53,M,Facebook,Credit card,2
67964,66,M,Facebook,Credit card,2
67965,32,M,Google,Credit card,2
67966,76,F,Facebook,PayPal,4
67967,18,M,Google,PayPal,2
67968,80,F,Facebook,PayPal,4
67969,25,M,Email,PayPal,1
67970,27,M,Facebook,Debit card,1
67971,52,M,Google,Debit card,3
67972,39,F,Facebook,PayPal,2
67973,49,F,Facebook,Credit card,3
67974,37,M,Google,Debit card,3
67975,58,F,Google,Credit card,4
67976,73,F,Google,PayPal,2
67977,43,F,Email,PayPal,3
67978,32,M,Google,PayPal,4
67979,48,F,Facebook,Debit card,2
67980,34,F,Facebook,Credit card,4
67981,47,F,Facebook,Credit card,4
67982,70,M,Email,Credit card,2
67983,50,M,Google,Debit card,1
67984,76,M,Google,PayPal,4
67985,37,F,Google,Credit card,2
67986,42,M,Email,PayPal,1
67987,61,F,Google,PayPal,1
67988,27,M,Google,PayPal,2
67989,71,M,Google,Debit card,3
67990,29,M,Google,Credit card,4
67991,48,M,Email,PayPal,3
67992,27,M,Facebook,PayPal,4
67993,67,M,Email,PayPal,2
67994,33,M,Email,PayPal,4
67995,46,M,Email,Debit card,1
67996,26,M,Email,Credit card,2
67997,53,M,Google,Debit card,3
67998,46,F,Google,PayPal,3
67999,54,M,Facebook,PayPal,2
68000,19,F,Google,Debit card,2
68001,68,F,Email,Debit card,4
68002,60,F,Google,Credit card,3
68003,75,M,Facebook,Credit card,2
68004,45,M,Email,PayPal,2
68005,44,M,Facebook,PayPal,3
68006,67,F,Facebook,Credit card,2
68007,34,M,Facebook,Debit card,2
68008,68,M,Google,Debit card,2
68009,80,F,Google,Debit card,3
68010,57,F,Email,Debit card,2
68011,30,F,Facebook,PayPal,4
68012,80,M,Google,PayPal,3
68013,23,M,Email,Credit card,4
68014,51,F,Google,Debit card,4
68015,58,F,Email,PayPal,1
68016,65,M,Facebook,Debit card,2
68017,31,M,Email,PayPal,1
68018,72,M,Email,PayPal,4
68019,77,F,Email,Debit card,4
68020,41,F,Email,Debit card,2
68021,74,M,Google,Credit card,2
68022,80,F,Google,Credit card,4
68023,71,F,Facebook,Credit card,1
68024,33,M,Google,PayPal,4
68025,79,M,Facebook,Debit card,2
68026,56,F,Email,PayPal,4
68027,35,F,Email,PayPal,3
68028,51,F,Facebook,Debit card,1
68029,43,M,Facebook,PayPal,1
68030,58,F,Google,Credit card,2
68031,77,F,Google,PayPal,4
68032,39,M,Facebook,Credit card,2
68033,27,F,Facebook,Credit card,2
68034,45,M,Facebook,Debit card,3
68035,49,F,Google,Credit card,4
68036,79,F,Email,Credit card,3
68037,70,M,Google,Credit card,1
68038,81,F,Google,Credit card,3
68039,48,M,Google,Credit card,2
68040,26,F,Facebook,PayPal,2
68041,46,M,Facebook,Debit card,2
68042,56,F,Facebook,Debit card,2
68043,59,M,Google,PayPal,1
68044,59,F,Google,PayPal,2
68045,62,M,Facebook,Debit card,1
68046,43,F,Facebook,Debit card,4
68047,46,M,Email,Debit card,3
68048,63,F,Google,Debit card,2
68049,81,F,Email,Credit card,1
68050,46,F,Email,Credit card,1
68051,31,M,Google,Credit card,3
68052,18,M,Email,Credit card,4
68053,32,F,Email,Debit card,2
68054,21,F,Facebook,Debit card,1
68055,19,F,Email,Credit card,2
68056,22,F,Facebook,PayPal,2
68057,69,M,Email,Credit card,3
68058,81,F,Google,PayPal,2
68059,68,M,Email,Debit card,1
68060,54,M,Facebook,Credit card,3
68061,75,F,Google,Debit card,1
68062,81,F,Google,PayPal,4
68063,79,M,Email,Debit card,1
68064,24,M,Google,Debit card,1
68065,26,M,Email,PayPal,3
68066,54,M,Email,PayPal,4
68067,37,F,Facebook,Credit card,4
68068,75,F,Facebook,Debit card,4
68069,25,F,Email,PayPal,1
68070,58,M,Email,Credit card,3
68071,68,F,Facebook,Credit card,1
68072,41,M,Google,Debit card,2
68073,60,M,Google,Debit card,3
68074,34,M,Facebook,Debit card,2
68075,28,M,Google,Credit card,2
68076,35,F,Google,Debit card,1
68077,49,M,Email,Credit card,1
68078,46,F,Google,Debit card,3
68079,28,M,Facebook,Debit card,3
68080,19,M,Email,Credit card,1
68081,61,M,Facebook,Credit card,3
68082,81,M,Facebook,PayPal,2
68083,27,M,Google,Debit card,4
68084,64,M,Email,Debit card,1
68085,66,F,Email,Credit card,4
68086,23,M,Email,Debit card,2
68087,45,F,Email,Debit card,1
68088,73,F,Email,Debit card,1
68089,54,M,Facebook,Debit card,3
68090,34,M,Facebook,PayPal,2
68091,20,M,Google,PayPal,1
68092,53,M,Email,Debit card,4
68093,43,F,Google,Credit card,3
68094,35,M,Google,PayPal,1
68095,73,F,Email,Debit card,2
68096,32,M,Facebook,Credit card,3
68097,68,M,Facebook,Debit card,4
68098,58,F,Facebook,Credit card,2
68099,72,F,Google,PayPal,2
68100,57,F,Email,Credit card,4
68101,72,M,Email,Debit card,4
68102,40,M,Facebook,Credit card,2
68103,78,F,Email,PayPal,4
68104,65,M,Facebook,Debit card,4
68105,59,M,Google,Credit card,2
68106,42,F,Email,PayPal,3
68107,47,M,Facebook,Debit card,1
68108,80,F,Facebook,Debit card,1
68109,54,M,Google,PayPal,1
68110,77,M,Email,PayPal,3
68111,36,M,Email,Credit card,4
68112,21,F,Email,PayPal,2
68113,65,F,Email,Debit card,4
68114,44,M,Google,Credit card,1
68115,26,M,Facebook,Credit card,4
68116,21,M,Google,Credit card,4
68117,62,M,Facebook,Credit card,1
68118,63,M,Email,Credit card,2
68119,80,F,Email,Credit card,2
68120,32,F,Facebook,Credit card,4
68121,70,M,Google,Debit card,1
68122,47,M,Facebook,Debit card,4
68123,68,F,Google,Credit card,4
68124,48,F,Email,Credit card,3
68125,70,M,Google,PayPal,1
68126,37,M,Email,Credit card,4
68127,30,F,Email,PayPal,3
68128,71,F,Email,Debit card,3
68129,41,F,Facebook,Debit card,2
68130,61,F,Facebook,Credit card,4
68131,26,M,Email,Debit card,3
68132,49,F,Facebook,Credit card,4
68133,38,M,Google,PayPal,4
68134,75,F,Facebook,Credit card,2
68135,79,F,Google,Debit card,3
68136,29,M,Google,Debit card,4
68137,60,M,Email,PayPal,3
68138,43,M,Facebook,Debit card,3
68139,54,M,Google,Debit card,1
68140,76,F,Facebook,PayPal,3
68141,21,F,Google,Debit card,2
68142,71,F,Email,Debit card,3
68143,55,F,Facebook,PayPal,3
68144,66,M,Google,PayPal,4
68145,77,M,Facebook,Debit card,1
68146,59,F,Email,Credit card,3
68147,35,F,Facebook,Credit card,3
68148,70,F,Email,Debit card,2
68149,27,F,Email,Credit card,4
68150,45,F,Email,PayPal,4
68151,34,F,Email,Debit card,1
68152,22,M,Facebook,PayPal,3
68153,46,M,Email,Debit card,4
68154,22,F,Google,Credit card,2
68155,41,M,Email,PayPal,2
68156,76,F,Facebook,PayPal,2
68157,57,F,Google,Debit card,3
68158,44,F,Facebook,Debit card,1
68159,26,F,Facebook,Debit card,4
68160,58,M,Google,Credit card,4
68161,38,F,Email,Credit card,2
68162,35,F,Email,PayPal,1
68163,38,M,Facebook,Credit card,2
68164,34,F,Google,PayPal,2
68165,62,M,Email,Credit card,3
68166,41,M,Google,Credit card,1
68167,21,F,Google,Credit card,2
68168,66,M,Google,PayPal,4
68169,66,M,Email,Credit card,3
68170,48,F,Google,Debit card,1
68171,48,F,Facebook,Debit card,2
68172,76,F,Facebook,Credit card,1
68173,27,M,Facebook,Credit card,4
68174,40,M,Facebook,Debit card,1
68175,56,F,Facebook,Credit card,1
68176,52,M,Google,Debit card,3
68177,40,F,Email,Credit card,3
68178,75,F,Google,Credit card,1
68179,81,F,Email,Credit card,3
68180,72,F,Email,Credit card,2
68181,36,M,Email,Credit card,4
68182,62,M,Facebook,Debit card,4
68183,25,F,Google,Debit card,4
68184,18,F,Google,PayPal,1
68185,51,F,Facebook,PayPal,2
68186,49,F,Facebook,Debit card,4
68187,64,M,Google,PayPal,4
68188,39,F,Google,Credit card,1
68189,41,M,Facebook,Debit card,3
68190,64,F,Facebook,Debit card,4
68191,24,M,Facebook,PayPal,1
68192,55,M,Google,Credit card,4
68193,67,M,Facebook,Credit card,4
68194,23,F,Google,Debit card,4
68195,80,M,Facebook,PayPal,3
68196,62,F,Google,PayPal,3
68197,30,F,Email,Debit card,4
68198,20,F,Email,Debit card,3
68199,52,M,Email,Credit card,4
68200,28,F,Facebook,PayPal,2
68201,80,M,Facebook,Credit card,2
68202,35,F,Email,PayPal,2
68203,73,M,Email,PayPal,4
68204,54,F,Facebook,PayPal,3
68205,72,M,Google,PayPal,4
68206,80,F,Google,Credit card,4
68207,29,F,Google,Credit card,2
68208,28,M,Google,Credit card,3
68209,50,M,Facebook,Credit card,4
68210,71,F,Facebook,PayPal,4
68211,29,M,Google,Credit card,1
68212,28,F,Google,PayPal,1
68213,56,M,Google,PayPal,1
68214,75,M,Google,PayPal,4
68215,65,M,Email,Credit card,2
68216,80,M,Facebook,PayPal,1
68217,64,F,Email,Debit card,1
68218,72,F,Google,Credit card,2
68219,47,F,Google,Credit card,1
68220,77,F,Facebook,Credit card,1
68221,77,F,Google,PayPal,4
68222,47,M,Google,Credit card,2
68223,69,F,Facebook,PayPal,2
68224,24,M,Facebook,PayPal,2
68225,51,M,Google,Debit card,1
68226,49,M,Email,Debit card,3
68227,34,F,Email,Debit card,1
68228,18,F,Google,Debit card,1
68229,37,M,Email,Credit card,1
68230,78,F,Email,Debit card,4
68231,66,M,Email,PayPal,4
68232,33,M,Facebook,Credit card,3
68233,61,F,Facebook,PayPal,3
68234,59,M,Email,Credit card,4
68235,61,M,Facebook,Debit card,1
68236,22,F,Facebook,Credit card,1
68237,26,M,Google,Debit card,2
68238,65,F,Facebook,PayPal,1
68239,41,M,Email,PayPal,2
68240,43,M,Facebook,PayPal,3
68241,50,M,Email,Debit card,4
68242,64,M,Facebook,Credit card,2
68243,52,F,Google,Credit card,4
68244,30,F,Facebook,PayPal,3
68245,38,M,Google,PayPal,3
68246,38,F,Facebook,Debit card,2
68247,48,F,Google,Debit card,4
68248,78,M,Google,PayPal,2
68249,45,M,Email,PayPal,2
68250,52,M,Google,Credit card,4
68251,79,M,Google,Credit card,1
68252,56,F,Google,Credit card,4
68253,48,F,Facebook,Debit card,1
68254,57,M,Facebook,Debit card,2
68255,52,F,Google,Credit card,3
68256,61,M,Email,Credit card,3
68257,31,F,Google,Credit card,2
68258,58,F,Email,Credit card,1
68259,71,M,Facebook,Debit card,1
68260,43,F,Facebook,PayPal,4
68261,66,M,Email,Debit card,1
68262,66,F,Facebook,Credit card,1
68263,62,F,Facebook,Debit card,3
68264,48,F,Facebook,Credit card,1
68265,57,F,Facebook,Credit card,1
68266,78,M,Google,PayPal,2
68267,62,F,Google,Debit card,1
68268,76,M,Google,PayPal,4
68269,36,M,Google,Credit card,3
68270,38,F,Google,Debit card,3
68271,27,M,Google,PayPal,1
68272,66,F,Email,Debit card,3
68273,36,F,Google,PayPal,1
68274,39,F,Facebook,Credit card,3
68275,78,F,Email,Credit card,2
68276,53,M,Facebook,Credit card,3
68277,55,F,Google,PayPal,2
68278,29,F,Email,Credit card,1
68279,56,F,Email,Credit card,4
68280,19,F,Facebook,Debit card,4
68281,33,M,Google,Credit card,4
68282,29,F,Email,PayPal,4
68283,45,M,Facebook,Credit card,4
68284,69,M,Email,Credit card,4
68285,32,F,Facebook,PayPal,3
68286,57,M,Google,Debit card,4
68287,49,M,Email,Debit card,3
68288,76,M,Google,Credit card,1
68289,50,M,Google,Credit card,3
68290,34,M,Email,Credit card,1
68291,59,F,Email,PayPal,2
68292,18,F,Facebook,Credit card,3
68293,58,M,Google,PayPal,3
68294,68,F,Email,PayPal,1
68295,48,F,Google,PayPal,3
68296,39,M,Facebook,PayPal,2
68297,80,M,Facebook,PayPal,3
68298,31,F,Facebook,Credit card,4
68299,59,F,Email,Credit card,1
68300,47,F,Facebook,Credit card,3
68301,46,F,Email,Credit card,1
68302,47,M,Email,PayPal,2
68303,29,M,Facebook,PayPal,1
68304,45,M,Google,PayPal,1
68305,48,M,Email,Credit card,2
68306,49,F,Email,Debit card,4
68307,36,M,Email,PayPal,1
68308,24,M,Email,Debit card,1
68309,47,M,Google,Credit card,4
68310,55,F,Google,PayPal,3
68311,35,F,Email,Debit card,3
68312,43,F,Email,Debit card,3
68313,49,F,Email,Credit card,3
68314,30,M,Facebook,Debit card,3
68315,18,M,Facebook,Credit card,3
68316,80,F,Facebook,Debit card,3
68317,69,F,Google,Credit card,3
68318,41,M,Google,Credit card,4
68319,62,F,Google,Debit card,4
68320,66,M,Google,PayPal,2
68321,77,M,Google,PayPal,1
68322,21,M,Facebook,Credit card,2
